Date,Content,Content link,Influencer,Type,Tags,Estimated cost,CPM,Subscribers,Region,Promotion type,Engagement rate,Views,Likes,Comments,Brand,Like rate,Comment rate,Calculated ER,Views per 1K subscribers,Cost per 1K views,Views per dollar,Creator tier,Month,Content theme
2025-03-12,How to install MAJOR FITNESS Drone™ 3 Power Rack | Step-By-Step Tutorial | 3D rendering,https://www.youtube.com/watch?v=38RvA5EBa4Y,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Mentioned,0.0594,875,12,4,Major Fitness,0.013714285714285714,0.004571428571428572,0.018285714285714287,33.65384615384615,109.71428571428571,9.114583333333334,Micro,2025-03,Home Gym / Garage Gym
2025-03-12,10 Exercises to Reject the Dad Bod,https://www.youtube.com/watch?v=sNCLnD-IR3E,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.0747,1687,36,9,Major Fitness,0.02133965619442798,0.005334914048606995,0.026674570243034972,139.42148760330576,48.60699466508595,20.573170731707318,Micro,2025-03,Strength / Training
2025-03-11,How to install MAJOR FITNESS F22 Pro | Step-By-Step Tutorial | 3D rendering,https://www.youtube.com/watch?v=N-ltXBpjA74,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0669,777,12,4,Major Fitness,0.015444015444015444,0.005148005148005148,0.02059202059202059,29.884615384615383,123.55212355212356,8.09375,Micro,2025-03,Home Gym / Garage Gym
2025-03-11,How to install MAJOR FITNESS B52 Pro | Step-By-Step Tutorial | 3D rendering,https://www.youtube.com/watch?v=ZZ66T_6n4T0,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.039,2410,34,6,Major Fitness,0.014107883817427386,0.0024896265560165973,0.016597510373443983,92.6923076923077,39.83402489626556,25.104166666666668,Micro,2025-03,Home Gym / Garage Gym
2025-03-11,How to install MAJOR FITNESS F35 Pro | Step-By-Step Tutorial | 3D rendering,https://www.youtube.com/watch?v=3yRCJWW6XTs,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0364,880,12,2,Major Fitness,0.013636363636363636,0.0022727272727272726,0.015909090909090907,33.84615384615385,109.09090909090908,9.166666666666666,Micro,2025-03,Home Gym / Garage Gym
2025-03-09,Inside Look My Home Gym - Frank Medrano,https://www.youtube.com/watch?v=_J3fNMwwuYA,Frank Medrano,"Workout,Health,Home","calisthenics,fitness,workout,health,gym",355,27.0,1840000,美国,Mentioned,0.081,11471,489,44,Major Fitness,0.04262923895039665,0.003835759741957981,0.04646499869235463,6.234239130434783,30.947607008979162,32.31267605633803,Mega,2025-03,Home Gym / Garage Gym
2025-03-08,"How I Got 1,000+ Testosterone Levels WITHOUT TRT",https://www.youtube.com/watch?v=-7ZsIR3iPY4,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.3348,16823,683,495,Major Fitness,0.04059917969446591,0.02942400285323664,0.07002318254770255,257.2324159021407,116.92325982286155,8.552618200305034,Mid,2025-03,Equipment Review
2025-03-07,5 Years Natty ⁉️,https://www.youtube.com/shorts/fq_Ql1JYGwE,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.0862,241979,9639,1123,Major Fitness,0.039834035184871414,0.004640898590373544,0.04447493377524496,3699.9847094801225,8.128804565685451,123.01931875953228,Mid,2025-03,Strength / Training
2025-03-07,I wanna build a body that's UNSTOPPABLE (Global Carryover: The Key to Unlocking Your Full Potential),https://www.youtube.com/watch?v=81cD1eyVxxk,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.1236,22664,1262,154,Major Fitness,0.05568302153194493,0.006794917049064595,0.06247793858100953,335.26627218934914,21.92905047652665,45.601609657947684,Mid,2025-03,Strength / Training
2025-03-06,Major Fitness drone 9 bench review,https://www.youtube.com/watch?v=kYTy46hvtQc,Science Based Fitness,"Fitness,Health","fitness,health,lifestyle,science based fitness,gym",56,27.0,4360,美国,Mentioned,0.0872,608,13,4,Major Fitness,0.02138157894736842,0.006578947368421052,0.027960526315789474,139.44954128440367,92.10526315789473,10.857142857142858,Nano,2025-03,Equipment Review
2025-03-04,Govern me Harder - No Patriot Ever Grunt Style T shirt,https://www.youtube.com/shorts/TzTbAU-Juwg,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0146,16242,167,7,Major Fitness,0.010281984977219554,0.00043098140623075974,0.010712966383450314,187.3356401384083,3.0784386159339983,324.84,Mid,2025-03,Strength / Training
2025-03-04,Major Fitness Pro Series,https://www.youtube.com/watch?v=4chbPK7qVuc,Science Based Fitness,"Fitness,Health","fitness,health,lifestyle,science based fitness,gym",56,27.0,4360,美国,Mentioned,0.202,1743,42,31,Major Fitness,0.024096385542168676,0.01778542742398164,0.04188181296615032,399.77064220183485,32.128514056224894,31.125,Nano,2025-03,Strength / Training
2025-03-03,Why Do Pro Trainers Swear By The MAJOR FITNESS Drone1 Power Cage?,https://www.youtube.com/watch?v=0FwiInqR65I,"Limitless Body: Calisthenics, Bodyweight & HomeGym",,,18,27.0,400,美国,Suspected,0.0,46,0,0,Major Fitness,0.0,0.0,0.0,115.0,391.304347826087,2.5555555555555554,Nano,2025-03,Strength / Training
2025-03-03,NEW Major Fitness B52 PRO Model Review: Worth the Upgrade?,https://www.youtube.com/watch?v=WzrhE7CZaa0,Hybrid Resistance,"Health,Fitness","health,fitness,total gym,sliding bench trainer,gr8flex",165,27.0,60200,美国,Sponsored,0.1131,4431,111,39,Major Fitness,0.025050778605280974,0.008801624915368992,0.033852403520649964,73.60465116279069,37.23764387271496,26.854545454545455,Mid,2025-03,Equipment Review
2025-03-01,"Sam Sulek vs Dr Mike Israetel - ""Science"" Fails AGAIN",https://www.youtube.com/watch?v=AJ7hu51Omws,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2792,38382,1026,969,Major Fitness,0.02673128028763483,0.025246209160544004,0.051977489448178836,586.8807339449542,51.247980824344744,19.51296390442298,Mid,2025-03,Strength / Training
2025-02-28,11 YEARS in the Gym For This - and Women LOVE IT?!,https://www.youtube.com/watch?v=McOsZWDrdQA,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2347,18363,700,361,Major Fitness,0.03812013287589174,0.01965909709742417,0.05777922997331591,280.7798165137615,107.11757338125578,9.335536349771225,Mid,2025-02,Strength / Training
2025-02-26,"Prison Triceps: Upper Body Workout Finisher | Bench Dips, Triceps Extensions, and Push-Ups",https://www.youtube.com/watch?v=V6J2DaO5ns0,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.0573,349,10,1,Major Fitness,0.02865329512893983,0.0028653295128939827,0.03151862464183381,28.842975206611573,234.95702005730658,4.2560975609756095,Micro,2025-02,Strength / Training
2025-02-26,Secret Army Fitness App Now Available Free,https://www.youtube.com/shorts/QIBKKlzkwj4,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.072,736,23,3,Major Fitness,0.03125,0.004076086956521739,0.035326086956521736,8.489042675893886,67.93478260869564,14.72,Mid,2025-02,Strength / Training
2025-02-25,ACFT TRAINING APP IS LIVE,https://www.youtube.com/shorts/d8HodtHS8yI,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0527,1120,19,4,Major Fitness,0.016964285714285713,0.0035714285714285713,0.020535714285714286,12.918108419838525,44.642857142857146,22.4,Mid,2025-02,Strength / Training
2025-02-25,I Stayed SMALL Until I Realized This (My Unseen 1st Video),https://www.youtube.com/watch?v=QzZDwAsWWh4,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2142,21489,824,378,Major Fitness,0.03834519986970078,0.01759039508585788,0.05593559495555866,328.57798165137615,91.53520405789007,10.924758515505847,Mid,2025-02,Strength / Training
2025-02-22,"How to Train Like an Athlete in 2025: Get Faster, Stronger & More Explosive (The ULTIMATE Guide!)",https://www.youtube.com/watch?v=fuiuaRiZOPA,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.0408,28723,611,56,Major Fitness,0.021272151237684087,0.0019496570692476413,0.023221808306931727,424.896449704142,17.30320648957282,57.79275653923541,Mid,2025-02,Strength / Training
2025-02-22,Save your money long term with Majorfitness 🤝🏾🎯,https://www.youtube.com/shorts/6PrsKKvuRoE,Reek Jones,"Basketball,Workout,Funny,VLOG","basketball,sports,workout,life,college",149,27.0,35800,美国,Mentioned,0.0691,6197,318,11,Major Fitness,0.05131515249314184,0.0017750524447313217,0.05309020493787316,173.10055865921788,24.043892205906083,41.59060402684564,Micro,2025-02,Strength / Training
2025-02-22,⚠️ She DIED Squatting - Full Breakdown,https://www.youtube.com/shorts/xP4WJg19HpQ,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.1491,17413,996,160,Major Fitness,0.05719864469074829,0.0091885372997186,0.06638718199046689,266.2538226299694,112.96158042841554,8.852567361464159,Mid,2025-02,Strength / Training
2025-02-21,Local Dad Deadlifts 500 lbs in the Freezing Suburban Streets,https://www.youtube.com/watch?v=UyElxswcTD4,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1286,140,8,1,Major Fitness,0.05714285714285714,0.007142857142857143,0.06428571428571428,11.570247933884296,585.7142857142858,1.7073170731707317,Micro,2025-02,Strength / Training
2025-02-19,Can I Finally Strict Press 200 lbs? (Last Time Was a Massive Fail!),https://www.youtube.com/watch?v=v3JcLKQQn6s,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1908,173,3,3,Major Fitness,0.017341040462427744,0.017341040462427744,0.03468208092485549,14.297520661157025,473.9884393063584,2.1097560975609757,Micro,2025-02,Strength / Training
2025-02-19,Hand release push-up cheat code! #acfttraining,https://www.youtube.com/shorts/BYVoBaWJgYI,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0414,2172,50,4,Major Fitness,0.02302025782688766,0.001841620626151013,0.024861878453038673,25.05190311418685,23.02025782688766,43.44,Mid,2025-02,Strength / Training
2025-02-18,Best Foldable Adjustable Bench for Home Gyms? | Major Fitness Drone 9 Bench Review,https://www.youtube.com/watch?v=4r_juMmChU4,Challenge Theory,"Health,Fitness,Sports","diet,transformation,fasting,health,lose weight",138,27.0,13100,美国,Suspected,0.1067,1434,23,13,Major Fitness,0.01603905160390516,0.00906555090655509,0.02510460251046025,109.46564885496184,96.23430962343096,10.391304347826088,Micro,2025-02,Home Gym / Garage Gym
2025-02-16,"SAM SULEK, WTF ⁉️",https://www.youtube.com/shorts/CrqS7MmOzI0,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.0894,161019,4254,1014,Major Fitness,0.0264192424496488,0.006297393475304156,0.032716635924952955,2462.064220183486,12.215949670535775,81.86019318759533,Mid,2025-02,Strength / Training
2025-02-15,DEATH BY PUSH-UPS (Intense Home Gym Calisthenics Workout!),https://www.youtube.com/watch?v=DvXWuLXBZZI,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.171,3205,168,38,Major Fitness,0.052418096723868955,0.01185647425897036,0.06427457098283931,47.4112426035503,155.07020280811233,6.448692152917505,Mid,2025-02,Home Gym / Garage Gym
2025-02-14,"1,333 Days Without Alcohol: How Sobriety Changed My Life",https://www.youtube.com/shorts/ZcK88qoGW2M,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.1139,913,34,7,Major Fitness,0.03723986856516977,0.007667031763417305,0.044906900328587074,10.530565167243367,54.76451259583789,18.26,Mid,2025-02,Strength / Training
2025-02-11,RitFit GAZELLE PRO Leg Press & Hack Squat Review || My Experience with a HEAVY DUTY Leg Machine!,https://www.youtube.com/watch?v=ect6iUzSx00,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Mentioned,0.022,13934,86,22,Major Fitness,0.006171953495048084,0.001578871824314626,0.00775082531936271,206.1242603550296,35.66814984928951,28.036217303822937,Mid,2025-02,Equipment Review
2025-02-11,How My Client Lost 14 lbs & Added 45 lbs to Her Deadlift! 💪 #acfttraining,https://www.youtube.com/shorts/6MWimkuCSfg,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0832,481,10,3,Major Fitness,0.02079002079002079,0.006237006237006237,0.02702702702702703,5.547866205305652,103.95010395010395,9.62,Mid,2025-02,Strength / Training
2025-02-11,Marriage & the Pro Athlete Life: Gwen & Pat’s Secrets to Balance,https://www.youtube.com/watch?v=fcJz9Ca2hcM,Gwen Jorgensen,"Health,Food,Technology","olympic trials,gwen jorgensen,marathon training,gwen jorgensen nutrition,global triathlon network",155,27.0,55000,美国,Suspected,0.0733,6047,273,17,Major Fitness,0.04514635356375062,0.002811311394079709,0.047957664957830326,109.94545454545454,25.632545063667934,39.012903225806454,Mid,2025-02,Strength / Training
2025-02-10,Army Combat Fitness Test Training App #acfttraining,https://www.youtube.com/shorts/cc3Q-QACSBs,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0412,849,25,1,Major Fitness,0.02944640753828033,0.001177856301531213,0.030624263839811542,9.792387543252595,58.89281507656066,16.98,Mid,2025-02,Equipment Review
2025-02-08,The Best FREE Weighted Calisthenics Program (To Get Insanely Jacked & Strong in 2025!),https://www.youtube.com/watch?v=ZoQdp6C3y-w,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.0459,21587,480,51,Major Fitness,0.02223560476212535,0.002362533005975819,0.024598137768101172,319.3343195266272,23.023115764117293,43.43460764587525,Mid,2025-02,Strength / Training
2025-02-06,💉 First Cycle Gains,https://www.youtube.com/shorts/_zeSU0SXzaI,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.0949,63121,1880,411,Major Fitness,0.029784065524944156,0.006511303686570238,0.03629536921151439,965.1529051987767,31.162370684875082,32.08998474834774,Mid,2025-02,Strength / Training
2025-02-05,"Lu Raises | Shoulder Exercise for Bigger, Stronger Delts",https://www.youtube.com/watch?v=ycAuUmINHIQ,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1699,153,6,2,Major Fitness,0.0392156862745098,0.013071895424836602,0.05228758169934641,12.644628099173554,535.9477124183006,1.8658536585365855,Micro,2025-02,Strength / Training
2025-02-05,700lb DROP TEST? This product from Major Fitness is SOLID! #homefitness #homegym #shorts,https://www.youtube.com/shorts/1V0ge9_0Y2E,Luke’s Garage Gym,"Workout,Home,Travel,Health","fitness,budget,gym,gymequipment,titan",99,27.0,5500,美国,Mentioned,0.0719,835,20,4,Major Fitness,0.023952095808383235,0.004790419161676647,0.02874251497005988,151.8181818181818,118.562874251497,8.434343434343434,Nano,2025-02,Home Gym / Garage Gym
2025-02-04,You Can Expect THIS After 14 Years Natty?!,https://www.youtube.com/watch?v=CSCE-PTZqoQ,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.1969,22429,767,365,Major Fitness,0.03419679878728432,0.016273574390298275,0.05047037317758259,342.95107033639147,87.69896116634713,11.40264361972547,Mid,2025-02,Strength / Training
2025-01-30,STOP Bulking Until You Watch This (All Roads Explained),https://www.youtube.com/watch?v=1kJKB1PljbA,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.1994,18865,792,297,Major Fitness,0.04198250728862974,0.01574344023323615,0.05772594752186589,288.45565749235476,104.26716141001856,9.590747330960854,Mid,2025-01,Strength / Training
2025-01-29,The secret to maxing your hand release push-ups,https://www.youtube.com/shorts/stuf4E-biNU,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0497,2273,83,3,Major Fitness,0.0365156181258249,0.0013198416190057193,0.03783545974483062,26.21683967704729,21.997360316761988,45.46,Mid,2025-01,Strength / Training
2025-01-29,"Full Chest, Shoulders, And Triceps Workout for Fit Dads",https://www.youtube.com/watch?v=XheXQgWpY24,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1705,346,9,5,Major Fitness,0.02601156069364162,0.014450867052023121,0.04046242774566474,28.59504132231405,236.9942196531792,4.219512195121951,Micro,2025-01,Strength / Training
2025-01-26,What the CARNIVORE DIET Did to Me... (Graphic),https://www.youtube.com/watch?v=b6TAXDwIEmg,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.3619,19548,804,627,Major Fitness,0.04112952731737262,0.03207489257213014,0.07320441988950276,298.89908256880733,100.62410476775118,9.937976614133198,Mid,2025-01,Strength / Training
2025-01-25,"The HELLACIOUS HAMSTRINGS Vlog || Heavy Hamstrings, Fast Hamstrings, Volume, & Overload!",https://www.youtube.com/watch?v=NNHhpQLUH1I,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.1801,3037,187,36,Major Fitness,0.06157392163319065,0.011853803095159697,0.07342772472835035,44.926035502958584,163.6483371748436,6.110663983903421,Mid,2025-01,Strength / Training
2025-01-25,No Stone Left Unturned: Bike Drills and Skills,https://www.youtube.com/watch?v=o9E_qBwgG20,Gwen Jorgensen,"Health,Food,Technology","olympic trials,gwen jorgensen,marathon training,gwen jorgensen nutrition,global triathlon network",155,27.0,55000,美国,Suspected,0.0512,3731,151,4,Major Fitness,0.040471723398552664,0.0010720986330742428,0.04154382203162691,67.83636363636364,41.54382203162691,24.070967741935483,Mid,2025-01,Strength / Training
2025-01-24,Ab Exercises - 5 Favorite Core Moves for Fit Dads,https://www.youtube.com/watch?v=I7CfKP8_4ck,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.3842,203,8,7,Major Fitness,0.03940886699507389,0.034482758620689655,0.07389162561576355,16.77685950413223,403.9408866995074,2.475609756097561,Micro,2025-01,Strength / Training
2025-01-23,Explore a variety of workouts with the B52 All-In-One Smith Machine!,https://www.youtube.com/shorts/yiGsdj-U1Js,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Suspected,0.0157,1210,19,0,Major Fitness,0.015702479338842976,0.0,0.015702479338842976,46.53846153846153,79.33884297520662,12.604166666666666,Micro,2025-01,Home Gym / Garage Gym
2025-01-22,Top 5 Garage Gym Triceps Exercises for Fit Dads,https://www.youtube.com/watch?v=YjwBNsqMxRo,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1745,275,8,4,Major Fitness,0.02909090909090909,0.014545454545454545,0.04363636363636364,22.727272727272727,298.1818181818182,3.3536585365853657,Micro,2025-01,Home Gym / Garage Gym
2025-01-21,Avoid These Plank Mistakes to Pass the ACFT! 🚫💪,https://www.youtube.com/shorts/wK9gu8-Deuk,Christopher Kellum,"Health,Fitness,Military,Fashion","health,fitness,army fitness,kellum fitness,75hard",50,27.0,86700,美国,Suspected,0.0678,1962,93,4,Major Fitness,0.047400611620795105,0.0020387359836901123,0.04943934760448522,22.629757785467127,25.4841997961264,39.24,Mid,2025-01,Strength / Training
2025-01-20,Unlock a deeper squat! 🏋️‍♂️,https://www.youtube.com/shorts/n7jeK8TgG-Q,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Suspected,0.0305,787,24,0,Major Fitness,0.030495552731893267,0.0,0.030495552731893267,30.26923076923077,121.98221092757306,8.197916666666666,Micro,2025-01,Home Gym / Garage Gym
2025-01-20,Major Fitness F35 Power Rack #workout #fitness #baseballdrills #baseballworkout,https://www.youtube.com/shorts/x0ieA70Z0xU,Case.Baseball,"Baseball,Fun","baseball,sports,workhard,braves,havefun",191,27.0,14200,美国,Mentioned,0.0294,1121,33,0,Major Fitness,0.029438001784121322,0.0,0.029438001784121322,78.94366197183099,170.38358608385371,5.869109947643979,Micro,2025-01,Strength / Training
2025-01-20,Defense Work and Heavy Deadlifts | A Day in The Life,https://www.youtube.com/watch?v=OKPjc0WWaJc,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1546,2419,134,24,Major Fitness,0.05539479123604795,0.009921455146754857,0.06531624638280281,160.19867549668874,53.741215378255475,18.607692307692307,Micro,2025-01,Strength / Training
2025-01-19,They Say THIS Is a Dad Bod? (Delusional Standards Explained),https://www.youtube.com/watch?v=l-6rhy9_CTg,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2215,23948,1025,428,Major Fitness,0.04280106898279606,0.017872056121596792,0.06067312510439285,366.177370030581,82.1362953064974,12.174885612608033,Mid,2025-01,Strength / Training
2025-01-17,"How to Become a Leg Day FREAK (The 6 Pillars to Insane Strength, Aesthetics, & Explosive Power)",https://www.youtube.com/watch?v=yzzuB_Xhyys,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.0111,140573,796,76,Major Fitness,0.005662538325282949,0.0005406443627154575,0.006203182687998406,2079.4822485207096,3.535529582494505,282.8430583501006,Mid,2025-01,Strength / Training
2025-01-17,An Update On Baseball…,https://www.youtube.com/watch?v=h6uCZJwtzLE,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Suspected,0.1338,4326,219,36,Major Fitness,0.05062413314840499,0.008321775312066574,0.05894590846047157,286.49006622516555,30.05085529357374,33.276923076923076,Micro,2025-01,Strength / Training
2025-01-16,Bringing power and precision to every rep with my @majorfitness_global F22 power rack. 🥊,https://www.youtube.com/shorts/4_djOnYBCQI,Sophia Rose,"Fitness,Health","fitness,health,lifestyle,motivation,sports",149,27.0,64700,美国,Mentioned,0.1133,4671,449,8,Major Fitness,0.09612502676086492,0.0017126953543138515,0.09783772211517876,72.19474497681608,31.89895097409548,31.348993288590606,Mid,2025-01,Strength / Training
2025-01-16,"INSANE CALISTHENICS GAINS Vlog || Strength, Hypertrophy, & Muscular Endurance!",https://www.youtube.com/watch?v=huCwzCLJK1I,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.0,67600,美国,Suspected,0.1659,3394,223,34,Major Fitness,0.06570418385385975,0.010017678255745434,0.07572186210960519,50.20710059171598,146.43488509133763,6.82897384305835,Mid,2025-01,Strength / Training
2025-01-15,It’s Okay To Train Alone,https://www.youtube.com/watch?v=jlmWCCrxB4M,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Sponsored,0.1901,2636,171,33,Major Fitness,0.06487101669195751,0.01251896813353566,0.07738998482549317,174.56953642384107,49.317147192716234,20.276923076923076,Micro,2025-01,Strength / Training
2025-01-15,"Quad-Building Workout: Leg Extensions + Heel-Elevated Goblet Squats for Bigger, Stronger Legs!",https://www.youtube.com/watch?v=IQH-Tj0Ivzw,Ben Barker Fitness,"Workout,Health","fitness,gym,workout,health,lifestyle",82,27.0,12100,美国,Suspected,0.1944,72,4,1,Major Fitness,0.05555555555555555,0.013888888888888888,0.06944444444444445,5.950413223140496,1138.888888888889,0.8780487804878049,Micro,2025-01,Strength / Training
2025-01-14,BRUTAL Gym Injury ... Benching 225?! (Full Breakdown),https://www.youtube.com/watch?v=q005IwUCa-4,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2728,16512,614,389,Major Fitness,0.03718507751937984,0.023558624031007752,0.060743701550387594,252.4770642201835,119.12548449612403,8.394509405185563,Mid,2025-01,Strength / Training
2025-01-13,These Exercise Mods Are Getting Me JACKED,https://www.youtube.com/watch?v=upVz3heAbHM,REVIVAL Fitness,"Health,Fitness","revivalfitness,religion,building,health,gym",1967,27.0,65400,美国,Suspected,0.2024,14301,565,233,Major Fitness,0.03950772673239634,0.016292566953359906,0.055800293685756244,218.6697247706422,137.54282917278513,7.270462633451957,Mid,2025-01,Strength / Training
2025-01-13,Lifting Heavier and Hitting The Ball Harder | A Day in The Life,https://www.youtube.com/watch?v=XapDIhLBxBQ,Isaiah’s Life,"Fitness,Baseball,Health","fitness,baseball,health,lifestyle,a day in the life",130,27.0,15100,美国,Sponsored,0.1787,2104,116,26,Major Fitness,0.055133079847908745,0.012357414448669201,0.06749049429657794,139.33774834437085,61.78707224334601,16.184615384615384,Micro,2025-01,Strength / Training
2025-01-09,Build your home gym without compromising!,https://www.youtube.com/shorts/LbJJQ9GjQUY,MAJOR FITNESS,"Workout,Home,Health,Challenge","homegym,garagegym,fitness,workout,majorfitness",96,27.0,26000,美国,Sponsored,0.0438,616,17,1,Major Fitness,0.027597402597402596,0.0016233766233766235,0.02922077922077922,23.692307692307693,155.84415584415584,6.416666666666667,Micro,2025-01,Home Gym / Garage Gym
2025-01-09,The BEST Home Gym Workout For Explosive Strength!,https://www.youtube.com/watch?v=RLAa6SXxrho,Kamtoofyee,"Sports,VLOG","sports,footballvlogger,greatness,ilovefootballandjesus,football",3820,27.0,88200,美国,Suspected,0.1583,2059,146,18,Major Fitness,0.07090820786789703,0.008742107819329771,0.0796503156872268,23.34467120181406,1855.2695483244293,0.5390052356020942,Mid,2025-01,Home Gym / Garage Gym
2025-01-08,ENTIRE Home Gym Under $2000! #HomeGym #garagegym @major-fitness,https://www.youtube.com/shorts/1uHdD2XAZlw,Garage Gym Gainz,"Fitness,Home,Entertainment,Travel","homegym,garagegym,fitness,gym,home",96,27.0,6740,美国,Mentioned,0.0585,1025,30,3,Major Fitness,0.02926829268292683,0.002926829268292683,0.03219512195121951,152.07715133531158,93.65853658536585,10.677083333333334,Nano,2025-01,Home Gym / Garage Gym
