Date,Content,Content link,Influencer,Type,Tags,Estimated cost,CPM,Subscribers,Region,Promotion type,Engagement rate,Views,Likes,Comments
01/04/2025,"New Year, New Obsession | Pop Mart Diaries",https://www.youtube.com/watch?v=sgzwoEwyxY0,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.2385,3853,219,70
12/30/2024,2024 Equipment Review Compilation Video.,https://www.youtube.com/watch?v=5Sxh17CLa78,Maguire’s Gym ,,,5,14.00,1950,其他,Suspected,0.3619,210,16,6
12/28/2024,Survived my first year as an older content creator (in my 40s),https://www.youtube.com/watch?v=br7GVb5rsGk,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.3322,5126,323,138
12/28/2024,Never Lift Slow ON PURPOSE (Why Tempo Lifting is OVERRATED For Hypertrophy),https://www.youtube.com/watch?v=Xz1ezl2ndro,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.1699,11172,428,147
12/24/2024,New Obsession Unlocked: Pop Mart 😭,https://www.youtube.com/watch?v=FmRQyGvAUv0,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.2329,6487,341,117
12/18/2024,"Tiny Camera, Huge Potential | Insta360 GO 3S Vlog",https://www.youtube.com/watch?v=ct4qHoGCyxE,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.0764,23062,593,117
12/16/2024,The Perfect Full-Body Workout Using Only the Smith Machine,https://www.youtube.com/watch?v=o4JMOI38rUM,Brett Maverick,"Health,Fashion,Hairstyle,Beauty","looksmax,glowup,glowuptips,selfimprovement,tips",1004,14.00,1810000,其他,Suspected,0.0568,15221,494,37
12/14/2024,Why You’re Plateauing in the Gym (And How To BREAK THROUGH It!),https://www.youtube.com/watch?v=7T2aFhoRaIo,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.1157,6025,307,39
12/10/2024,The TRUTH About Sponsorships for Small Creators | Days in my life VLOG,https://www.youtube.com/watch?v=gT3RcVqxQRY,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.4125,3411,257,115
12/08/2024,How I Built the Ultimate Home Gym with RitFit,https://www.youtube.com/watch?v=gbNgcskXzOo,VICTORIA XAVIER,"Fashion,Clothing,Travel,VLOG","fashion,tryonhaul,clothing,try on,fashionnova",2573,27.00,639000,美国,Suspected,0.0937,24310,1497,78
12/07/2024,"FREAKY NATTY BACK Vlog || 365x8 Deficit Stiff Leg Deadlift, ATG Pause Hatfield Squat, 1 Leg Sit-ups",https://www.youtube.com/watch?v=QtMV1xofKFQ,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.1886,3452,201,45
12/06/2024,The New Gold Standard for Leg Ext/Curl Machines // Ritfit PLC01 Review!,https://www.youtube.com/watch?v=7ubloMC_1fk,Joey Suggs,"Food,Fitness,Health","food,fitness,health,fulldayofeating,r2r",157,27.00,66200,美国,Suspected,0.0751,6820,152,36
12/04/2024,Seasonal Change | Yardwork | Consignment Shopping | Friendsgiving,https://www.youtube.com/watch?v=NoYAQz_xTUI,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.2037,3648,203,54
11/30/2024,"Workout w/ RitFit, unboxing & home gym $2500 setup🔥",https://www.youtube.com/watch?v=itA_Q1I2Z8I,StephanieFitMarie,"Fitness,Fashion,Health,Clothing","fitness,fashion,stephaniefitmarie,lingerie,how to",102,27.00,78900,美国,Suspected,0.1329,7646,516,50
11/28/2024,Building the BEST with RitFit PLC01 Leg Extension Curl Machine,https://www.youtube.com/watch?v=NpC1hya4E3I,Jeff Does What!,"DIY,Pets,Unboxing,Fishing","diy,pets,aquarium,fish,texas fish room",166,27.00,31200,美国,Suspected,0.0576,8102,267,20
11/28/2024,"Life in my 40s, Watching Wicked, IKEA shopping",https://www.youtube.com/watch?v=SdtKR1CICg4,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.355,3132,202,91
11/27/2024,"EPIC NATTY DELTS Vlog || 160x10 Swiss Overhead Press, Epic Thick Rope Chins, Big Lu Raises",https://www.youtube.com/watch?v=ouDa4GtxPCY,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.2178,4027,237,64
11/26/2024,How to use | RitFit BUFFALO Multifunctional Smith Machine with Lat Pull Down and Cable Crossover,https://www.youtube.com/watch?v=1Fb_Cwra7WU,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Sponsored,0.0025,403,1,0
11/26/2024,5 Reasons Why I Love the DJI Osmo Pocket 3 for Vlogging,https://www.youtube.com/watch?v=RTzBNWO64Jc,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.384,3490,230,111
11/23/2024,Entrena Piernas y Glúteos Conmigo y Comidas Pre/Post,https://www.youtube.com/watch?v=VqaMLDa5QO4,Aitza Fitness,"Fitness,Health,Food,Smartphone","fitness,health,bajardepeso,food,como bajar de peso",140,27.00,286000,美国,Suspected,0.099,3304,147,18
11/23/2024,This DANGEROUS Lift Will Turn You Into a BEHEMOTH (and Bulletproof Your Back Too),https://www.youtube.com/watch?v=VindHWk6Ipo,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.3257,5806,501,139
11/22/2024,Live Q&A with RitFit and Bells of Steel | Up Way Too Early with Garage Gym Life,https://www.youtube.com/watch?v=1UUcrtjtA8Y,Garage Gym Life,"Workout,Health,Home,Sports","fitness,bodybuilding,garagegymlifemedia,garagegym,garagegymlife",142,27.00,58900,美国,Suspected,0.1487,2341,128,22
11/21/2024,Vlogging like I have a million subscribers to get rid of imposter syndrome,https://www.youtube.com/watch?v=pxd0BifVQ0Q,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.2153,8712,436,144
11/19/2024,New arrivals| RitFit BUFFALO Multifunctional Smith Machine,https://www.youtube.com/watch?v=XEv_Gm5WL2Q,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Sponsored,0.0292,3492,12,9
11/15/2024,RitFit PLC01 Leg Extension & Curl Machine Review: Best Budget Option for Home Gyms?,https://www.youtube.com/watch?v=Sbu9yyLH8Tc,The Kurt Locker,"Fitness,Home,Health","homegym,garagegym,fitness,home,strongman",76,27.00,8810,美国,Suspected,0.1729,8323,219,122
11/15/2024,QUAD AND GLUTE FOCUSED WORKOUT LEAVING MY LEGS SHAKING!!,https://www.youtube.com/watch?v=V4yMK7tr67k,Teriana Jacobs,"Fashion,Clothing,Fitness,Health","fashion,clothing,fitness,how to,viral",79,27.00,312000,美国,Suspected,0.1358,2232,183,12
11/14/2024,RitFit BLP01 45 Degree 3-In-1 Leg Press Hack Squat and Calf Raise Machine,https://www.youtube.com/watch?v=jHPwexFNUEA,"911Studios - Shopping, Gadgets & Tech","Technology,Hobby","911reviews,elitedemonstrations,productreviews,amazoninfluencer,product",1288,27.00,997000,美国,Suspected,0.1263,48156,5073,101
11/12/2024,The Easiest Way to Start Vlogging,https://www.youtube.com/watch?v=hqbGdm2B8V4,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.1249,9809,265,96
11/11/2024,PRANKING SEAN FOR VETERANS DAY!!,https://www.youtube.com/watch?v=MB6ZP5eASXo,Sean and Sierra,"Fun,Pregnancy,Military,Couple","surprise,fun,pregnancy,marriage,love",364,27.00,448000,美国,Suspected,0.1738,6380,549,56
11/11/2024,Mikolo M4 All-in-One Smith Machine Review,https://www.youtube.com/watch?v=Aqq6o2Bvqsc,Design. Build. Lift.,"Fitness,Health,DIY","fitness,health,diy,gym,diy fitness club",60,27.00,12900,美国,Suspected,0.0876,14479,198,107
11/09/2024,Why You Should Do BEHIND THE NECK Presses (CAPPED NATTY DELTS!),https://www.youtube.com/watch?v=3s17QjC4_qA,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0131,294287,1479,238
11/08/2024,RitFit A-Frame Dumbbell Storage Rack Stand 3/5/6 Pairs,https://www.youtube.com/watch?v=FmTHV4-QuUs,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Suspected,0,30,0,0
11/07/2024,"The ""How Much Ya Front Squat?"" Vlog || 405 Front Squat, 315x10 Deficit RDL, Power Snatch, & Sprints",https://www.youtube.com/watch?v=9gwRnGcpSsY,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.1776,3468,216,40
11/06/2024,New Arrivals | RitFit Pink A-Frame Dumbbell Storage Rack Stand 5 Pairs,https://www.youtube.com/watch?v=D5WnvEU5UPk,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Sponsored,0.0206,97,2,0
11/05/2024,Day in My Life as a Small YouTuber in San Diego,https://www.youtube.com/watch?v=YrPx8u0bkBI,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.248,7246,327,147
11/02/2024,Why You Should Do DELOAD Push-ups (3 Key Benefits You've NEVER HEARD!),https://www.youtube.com/watch?v=c2l5OuBbzqo,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0296,26927,277,52
11/02/2024,Fastest Home Gym Setup,https://www.youtube.com/shorts/rqatIAJ-SW4,Kali Muscle,"Vehicle,Food,Fitness,Health","cars,vehicle,food,dodge,hellcat",948,27.00,3930000,美国,Suspected,0.0818,4732,217,17
11/02/2024,Best 3 in 1 Lower Body Home Workout Machine,https://www.youtube.com/watch?v=Mjkcn7lvx4E,Janine Delaney,"Fashion,Health,Fitness","fashion,health,fashionnova,fitness,fitover50",5284,27.00,102000,美国,Suspected,0.0585,95457,4493,109
10/30/2024,Life in my 40s | New favorite vlog lens and giveaway,https://www.youtube.com/watch?v=eauYxwH-aJI,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.6069,3770,288,200
10/30/2024,RitFit Leg Extension Curl Machine Review: the Best Leg Extension Leg Curl Machine for Home Gyms?,https://www.youtube.com/watch?v=nZtYbG9_R7A,Luke’s Garage Gym,"Workout,Home,Travel,Health","fitness,budget,gym,gymequipment,titan",67,27.00,5580,美国,Suspected,0.2047,3967,142,67
10/24/2024,I'm Getting Big Again with New Workout Machines,https://www.youtube.com/watch?v=zoJJz4gXD_E,Kali Muscle,"Vehicle,Food,Fitness,Health","cars,vehicle,food,dodge,hellcat",948,27.00,3930000,美国,Suspected,0.0786,37998,1076,191
10/21/2024,The BEST BUDGET All-in-one Power Rack! RitFit Sports M1 2.0 review.,https://www.youtube.com/watch?v=6BdaxOcfzSA,Maguire’s Gym ,,,5,14.00,1950,其他,Suspected,0.0914,394,16,2
10/21/2024,"RitFit Sports M1 2.0, arguably one of the BEST BUDGET ALL-IN-ONE POWERRACKS!! #garagegym #powerrack",https://www.youtube.com/shorts/Ec1vNt4gBO8,Maguire’s Gym ,,,5,14.00,1950,其他,Suspected,0.0126,633,8,0
10/20/2024,@dtcordonnier My Fitness Journey with RITFIT M1 2.0,https://www.youtube.com/watch?v=BiBtkPT99_w,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Sponsored,0.0052,2694,4,1
10/19/2024,Getting a New Puppy Vlog | Realistic First Week,https://www.youtube.com/watch?v=t4nHzoJ68Do,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.3702,2666,167,82
10/19/2024,Why I STOPPED Wearing Knee Sleeves...and then STARTED Again! (My Knee Pain Story),https://www.youtube.com/watch?v=Rj90Y_kjJE0,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0501,21200,263,80
10/16/2024,RITFIT SPORTS Power Rack Review || My Experience with the M1 Smith Machine 2.0 (ALL-IN-ONE Home Gym),https://www.youtube.com/watch?v=suk_Ipv-8lI,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0254,17528,136,31
10/12/2024,I Built My Dream Garage & Home Gym,https://www.youtube.com/watch?v=vM_Yddym2Ys,Will Hall,"Film,Consumer Electronic,Technology,Camera","editing,film,software,filmmaking,sony",392,27.00,18800,美国,Suspected,0.0219,489612,7618,312
10/11/2024,Affordable All in One Rack Upgrades with the Ritfit M1 2.0!  #homegymequipment  #homefitness,https://www.youtube.com/shorts/sZ3TQtK5cEM,Luke’s Garage Gym,"Workout,Home,Travel,Health","fitness,budget,gym,gymequipment,titan",67,27.00,5580,美国,Suspected,0.0129,1781,23,0
10/08/2024,Days in the life of an older content creator,https://www.youtube.com/watch?v=GXWAgiXXNwA,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.2283,4319,216,77
10/05/2024,I wanna get jacked while doing almost NOTHING! (Why Your Base is the Most Important Thing of All),https://www.youtube.com/watch?v=_iIvclAGKEo,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0936,24409,885,140
09/30/2024,RitFit M1 2 0 Review! *10+ changes and upgrades*,https://www.youtube.com/watch?v=Yb-S7h-7qEM,Joey Suggs,"Food,Fitness,Health","food,fitness,health,fulldayofeating,r2r",157,27.00,66200,美国,Suspected,0.0468,12916,245,36
09/25/2024,Major Fitness Spirit B52 REVIEW || My Experience with an All-in-One Home Gym SMITH MACHINE!,https://www.youtube.com/watch?v=S1eNR0RKDLg,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.0964,3994,115,27
09/25/2024,"A Chatty Vlog | life update, PR unboxings, new vlog camera, new iPhone 16 pro max",https://www.youtube.com/watch?v=eGAQoVcey3U,Mikee Rogers,"Food,VLOG,Fashion,Home","food,vlog,vlogger,lgbt,mukbang",139,27.00,18600,美国,Suspected,0.1643,8587,331,108
09/24/2024,New Arrivals | RitFit PLC01 Leg Extension and Curl Machine,https://www.youtube.com/watch?v=YTFO3MUn5R4,RitFit.Sports,"Workout,Home,Health","fitness,home,workout,ritfit,homegym",100,27.00,4050,美国,Sponsored,0.0689,1872,19,11
09/20/2024,3 NATTY APPROVED Exercises To Blow Up Your Front Squat (Stronger Than LU XIAOJUN!),https://www.youtube.com/watch?v=tczf0QGHSFA,Enkiri Elite Fitness,"Fitness,Health,Sports,Entertainment","fitness,bodybuilding,health,workout,enkirielitefitness",497,27.00,68100,美国,Suspected,0.065,17519,328,81
09/18/2024,Toughfit - Barbell Review and Details,https://www.youtube.com/watch?v=DyG7IKdXGg4,GearChase (GearChase.com),"Vehicle,Consumer Electronic,Hobby","review,vehicle,bicycle,gearchase.com,gearchase",90,27.00,7340,美国,Suspected,0.0141,71,1,0
09/16/2024,Toughfit - Review and Details of the Large Plyo Box,https://www.youtube.com/watch?v=XnXbcH7JSMg,GearChase (GearChase.com),"Vehicle,Consumer Electronic,Hobby","review,vehicle,bicycle,gearchase.com,gearchase",90,27.00,7340,美国,Suspected,0.0273,110,3,0
09/16/2024,Toughfit - Could be the best home gym dumb bell,https://www.youtube.com/watch?v=yS0bxL7lZ5w,GearChase (GearChase.com),"Vehicle,Consumer Electronic,Hobby","review,vehicle,bicycle,gearchase.com,gearchase",90,27.00,7340,美国,Suspected,0.037,81,3,0
09/16/2024,Toughfit - Wall Ball Functional Training Weighted Balls Review,https://www.youtube.com/watch?v=F0pPihyLzgs,GearChase (GearChase.com),"Vehicle,Consumer Electronic,Hobby","review,vehicle,bicycle,gearchase.com,gearchase",90,27.00,7340,美国,Suspected,0.0313,32,1,0
